All event log messages.
Date:	2014-08-19 10:18:08
System Name:	2600-501273
Controller Name:	
Controller Id	2600-501273

RobotWare:	5.15.5001
Key:	ec2222Bz6xD9A22I22Y422h22Go23z
Options:	
	RW Control module key
	RobotWare OS and English
	644-3 Spanish
		645-2 German
		709-x DeviceNet
			709-2/709-5 Master/Slave Dual
			608-1 World Zones
			611-1 Path Recovery
			613-1 Collision Detection
			812-1 Production Manager
			633-1 Arc
				650-x Power source type
					External option loaded Welder
					652-1 BullsEye
					653-x Torch Service
						653-2 Binzel - TC97

DriveModule1
Key:	Mxth-XqT01hhjhRhK
Options:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 2600
			2600ID-8/2.00
				No motor fan
				Drive System 09 2600/4400/6400R
					No additional drive

AW-MILLER-AA-007
	Key:	07PPWQPPPPO-.PFlVhgF5E-1b
Options:	

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
45818     	I   	Operational         	10052   	Regain start                            	2014-08-18 14:38:39 	A regain movement has started.	{args: "0"}
45819     	I   	Operational         	10053   	Regain ready                            	2014-08-18 14:38:39 	The regain movement is ready.	{args: "0"}
45820     	I   	Operational         	10156   	Program restarted                       	2014-08-18 14:38:39 	Execution of task T_ROB1 has been restarted from where it was previously stopped. The originator is an external client.	{args: "1", "T_ROB1"}
45821     	I   	Operational         	10015   	Manual mode selected                    	2014-08-18 14:40:21 	The system is in the Manual mode.	{args: }
45822     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 14:40:21 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45823     	I   	Operational         	10125   	Program stopped                         	2014-08-18 14:40:21 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
45824     	I   	Operational         	10016   	Automatic mode requested                	2014-08-18 14:41:48 	The system has been ordered to go to the Automatic mode.	{args: }
45825     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 14:41:48 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45826     	I   	Operational         	10017   	Automatic mode confirmed                	2014-08-18 14:41:51 	The system is in the Automatic mode.	{args: }
45827     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 14:41:53 	The system is in the Motors ON state.	{args: }
45828     	I   	Operational         	10052   	Regain start                            	2014-08-18 14:41:54 	A regain movement has started.	{args: "0"}
45829     	I   	Operational         	10053   	Regain ready                            	2014-08-18 14:41:54 	The regain movement is ready.	{args: "0"}
45830     	I   	Operational         	10156   	Program restarted                       	2014-08-18 14:41:54 	Execution of task T_ROB1 has been restarted from where it was previously stopped. The originator is an external client.	{args: "1", "T_ROB1"}
45831     	I   	Operational         	10015   	Manual mode selected                    	2014-08-18 14:43:28 	The system is in the Manual mode.	{args: }
45832     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 14:43:28 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45833     	I   	Operational         	10125   	Program stopped                         	2014-08-18 14:43:28 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
45834     	I   	Operational         	10016   	Automatic mode requested                	2014-08-18 14:50:55 	The system has been ordered to go to the Automatic mode.	{args: }
45835     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 14:50:55 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45836     	I   	Operational         	10017   	Automatic mode confirmed                	2014-08-18 14:50:57 	The system is in the Automatic mode.	{args: }
45837     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 14:50:59 	The system is in the Motors ON state.	{args: }
45838     	I   	Operational         	10052   	Regain start                            	2014-08-18 14:50:59 	A regain movement has started.	{args: "0"}
45839     	I   	Operational         	10053   	Regain ready                            	2014-08-18 14:51:00 	The regain movement is ready.	{args: "0"}
45840     	I   	Operational         	10156   	Program restarted                       	2014-08-18 14:51:00 	Execution of task T_ROB1 has been restarted from where it was previously stopped. The originator is an external client.	{args: "1", "T_ROB1"}
45841     	I   	Operational         	10015   	Manual mode selected                    	2014-08-18 14:52:29 	The system is in the Manual mode.	{args: }
45842     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 14:52:29 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45843     	I   	Operational         	10125   	Program stopped                         	2014-08-18 14:52:29 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
45844     	I   	Operational         	10002   	Program pointer has been reset          	2014-08-18 14:53:14 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
45845     	I   	Operational         	10045   	System restarted                        	2014-08-18 14:57:24 	An already installed system was restarted. 	{args: }
45846     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 14:57:54 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45847     	I   	Operational         	10015   	Manual mode selected                    	2014-08-18 14:57:54 	The system is in the Manual mode.	{args: }
45848     	I   	Operational         	10155   	Program restarted                       	2014-08-18 14:57:54 	Execution of task T_ROB1 has been restarted from where it was previously stopped. The originator could not be determined.	{args: "1", "T_ROB1"}
45849     	I   	Operational         	10002   	Program pointer has been reset          	2014-08-18 14:57:54 	The program pointer of task tAwSys_1 has been reset.	{args: "2", "0", "tAwSys_1"}
45850     	I   	Operational         	10150   	Program started                         	2014-08-18 14:57:54 	Execution of task tAwSys_1 has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "2", "tAwSys_1"}
45851     	W   	Process             	111717  	Torch Services Warning                  	2014-08-18 14:57:55 	Torch services MechClean has unconfigured IO.	{args: }
45852     	W   	Process             	111715  	Torch Services Warning                  	2014-08-18 14:57:55 	Torch services Spray has unconfigured IO.	{args: }
45853     	I   	Operational         	10129   	Program stopped                         	2014-08-18 14:57:55 	The task T_ROB1 has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "1", "T_ROB1"}
45854     	I   	Process             	110460  	Weld Error Recovery                     	2014-08-18 14:57:58 	PROC Parameters was loaded by tAwSys_1Configuration of Weld Error Recovery is Complete.	{args: "tAwSys_1", "/arcDispatcher/main/main/0", " "}
45855     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-18 14:57:58 		{args: "awEqMillerAa July 23 2012"}
45856     	I   	User                	80003   	awEqMillerAa July 23 2012               	2014-08-18 14:58:01 		{args: "awEqMillerAa July 23 2012"}
